Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,55.0,55.0,55.0,55.0,51.890777587890625,100
2000-01-05,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-06,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-07,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-10,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-11,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-12,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-13,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-14,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-17,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-18,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-19,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-20,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-21,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-24,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-25,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-26,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-27,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-28,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-01-31,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-01,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-02,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-03,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-04,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-07,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-08,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-09,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-10,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-11,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-14,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-15,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-16,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-17,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-18,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-21,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-22,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-23,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-24,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-25,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-28,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-02-29,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-03-01,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-03-02,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-03-03,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-03-06,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-03-07,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-03-08,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-03-09,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-03-10,55.0,55.0,55.0,55.0,51.890777587890625,0
2000-03-13,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,100
2000-03-14,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-15,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-16,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-17,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-20,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-21,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-22,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-23,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-24,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-27,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-28,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-29,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
2000-03-30,50.650001525878906,50.650001525878906,50.650001525878906,50.650001525878906,47.78668975830078,0
